"product","product.href","Manufacturer","name","socket","image","form_factor","chipset","max_memory","memory_type","memory_slots","m2_slot","price","category"
"Gigabyte Z590 AORUS TACHYON","https://pcpartpicker.com/product/9ycG3C/gigabyte-z590-aorus-tachyon-eatx-lga1200-motherboard-z590-aorus-tachyon","Gigabyte","Gigabyte Z590 AORUS TACHYON EATX LGA1200 Motherboard","LGA1200","https://m.media-amazon.com/images/I/51aOzK1LHZL.jpg","EATX","Intel Z590",64,"DDR4","2","2260/2280/22110 M-key (Intel Rocket Lake-based CPUs only)
                        
                            2280/22110 M-key
                        
                            2280/22110 M-key",549.49,"MOBO"
"ASRock Z270 Killer SLI","https://pcpartpicker.com/product/6Y8H99/asrock-z270-killer-sli-atx-lga1151-motherboard-z270-killer-sli","ASRock","ASRock Z270 Killer SLI ATX LGA1151 Motherboard","LGA1151","//cdna.pcpartpicker.com/static/forever/images/product/5de9e76c4720d5436cac94b284920371.256p.jpg","ATX","Intel Z270",64,"DDR4","4","",700,"MOBO"
"ASRock Z590 PG Velocita","https://pcpartpicker.com/product/qRJgXL/asrock-z590-pg-velocita-atx-lga1200-motherboard-z590-pg-velocita","ASRock","ASRock Z590 PG Velocita ATX LGA1200 Motherboard","LGA1200","//cdna.pcpartpicker.com/static/forever/images/product/ffa59b5e13c0dd4b2dffc217094aa355.256p.jpg","ATX","Intel Z590",128,"DDR4","4","",636.87,"MOBO"
"Asus ROG MAXIMUS XII APEX","https://pcpartpicker.com/product/HJZzK8/asus-rog-maximus-xii-apex-atx-lga1200-motherboard-rog-maximus-xii-apex","Asus","Asus ROG MAXIMUS XII APEX ATX LGA1200 Motherboard","LGA1200","//cdna.pcpartpicker.com/static/forever/images/product/7e4f7ddd1020e66a1d84343950c2f955.256p.jpg","ATX","Intel Z490",64,"DDR4","2","",509.99,"MOBO"
"Gigabyte Z490 VISION D","https://pcpartpicker.com/product/gBYQzy/gigabyte-z490-vision-d-atx-lga1200-motherboard-z490-vision-d","Gigabyte","Gigabyte Z490 VISION D ATX LGA1200 Motherboard","LGA1200","//cdna.pcpartpicker.com/static/forever/images/product/8c5542652068cd628b91edcff90853c1.256p.jpg","ATX","Intel Z490",128,"DDR4","4","",736.23,"MOBO"
"Gigabyte Z590 AORUS XTREME","https://pcpartpicker.com/product/ttgFf7/gigabyte-z590-aorus-xtreme-eatx-lga1200-motherboard-z590-aorus-xtreme","Gigabyte","Gigabyte Z590 AORUS XTREME EATX LGA1200 Motherboard","LGA1200","//cdna.pcpartpicker.com/static/forever/images/product/365363bdf35b2b01f55e8104d08abe13.256p.jpg","EATX","Intel Z590",128,"DDR4","4","2242/2280/22110 M-key (Intel Rocket Lake-based CPUs only)
                        
                            2242/2280/22110 M-key
                        
                            2242/2260/2280/22110 M-key",699.99,"MOBO"
"Asus Pro H510M-CT/CSM","https://pcpartpicker.com/product/kL7G3C/asus-pro-h510m-ctcsm-micro-atx-lga1200-motherboard-pro-h510m-ctcsm","Asus","Asus Pro H510M-CT/CSM Micro ATX LGA1200 Motherboard","LGA1200","https://m.media-amazon.com/images/I/418H3DgepTS.jpg","Micro ATX","Intel H510",64,"DDR4","2","",183.48,"MOBO"
"ASRock Z590 Taichi","https://pcpartpicker.com/product/HGGbt6/asrock-z590-taichi-atx-lga1200-motherboard-z590-taichi","ASRock","ASRock Z590 Taichi ATX LGA1200 Motherboard","LGA1200","//cdna.pcpartpicker.com/static/forever/images/product/c155cb72633e218428e6a9c3cea625c9.256p.jpg","ATX","Intel Z590",128,"DDR4","4","",794.25,"MOBO"
"Supermicro MBD-X11SAE-F-O","https://pcpartpicker.com/product/kd98TW/supermicro-motherboard-mbdx11saefo","Supermicro","Supermicro MBD-X11SAE-F-O ATX LGA1151 Motherboard","LGA1151","//cdna.pcpartpicker.com/static/forever/images/product/eb546613effc9e6b5ec11562cf081de0.256p.jpg","ATX","Intel C236",64,"DDR4","4","",409.99,"MOBO"
"ASRock Z490M Pro4","https://pcpartpicker.com/product/FZPgXL/asrock-z490m-pro4-micro-atx-lga1200-motherboard-z490m-pro4","ASRock","ASRock Z490M Pro4 Micro ATX LGA1200 Motherboard","LGA1200","//cdna.pcpartpicker.com/static/forever/images/product/3db97ce07c9a42909760758bb092a3e5.256p.jpg","Micro ATX","Intel Z490",128,"DDR4","4","",405,"MOBO"
"Supermicro MBD-X11SSH-LN4F","https://pcpartpicker.com/product/ptnG3C/supermicro-motherboard-mbdx11sshln4f","Supermicro","Supermicro MBD-X11SSH-LN4F Micro ATX LGA1151 Motherboard","LGA1151","//cdna.pcpartpicker.com/static/forever/images/product/bc9e0d0107a32a1bd23e905e5d195ee5.256p.jpg","Micro ATX","Intel C236",64,"DDR4","4","",349,"MOBO"
"ASRock Z590 Phantom Gaming-ITX/TB4","https://pcpartpicker.com/product/9CbTwP/asrock-z590-phantom-gaming-itxtb4-mini-itx-lga1200-motherboard-z590-phantom-gaming-itxtb4","ASRock","ASRock Z590 Phantom Gaming-ITX/TB4 Mini ITX LGA1200 Motherboard","LGA1200","https://m.media-amazon.com/images/I/51Hz0KYjHFS.jpg","Mini ITX","Intel Z590",64,"DDR4","2","",519.99,"MOBO"
"ASRock Fatal1ty Z370 Gaming K6","https://pcpartpicker.com/product/9pZ2FT/asrock-fatal1ty-z370-gaming-k6-atx-lga1151-motherboard-fatal1ty-z370-gaming-k6","ASRock","ASRock Fatal1ty Z370 Gaming K6 ATX LGA1151 Motherboard","LGA1151","//cdna.pcpartpicker.com/static/forever/images/product/a8ecd765a4804a78ecadaaf356a23644.256p.jpg","ATX","Intel Z370",64,"DDR4","4","",418,"MOBO"
"Asus PRIME B860M-A-CSM","https://pcpartpicker.com/product/PzYfrH/asus-prime-b860m-a-csm-micro-atx-lga1851-motherboard-prime-b860m-a-csm","Asus","Asus PRIME B860M-A-CSM Micro ATX LGA1851 Motherboard","LGA1851","https://m.media-amazon.com/images/I/516d2cZGJmL.jpg","Micro ATX","Intel B860",256,"DDR5","4","2242/2260/2280 M-key
                        
                            2242/2260/2280 M-key",261.48,"MOBO"
"ASRock Z490 Taichi","https://pcpartpicker.com/product/pBYQzy/asrock-z490-taichi-atx-lga1200-motherboard-z490-taichi","ASRock","ASRock Z490 Taichi ATX LGA1200 Motherboard","LGA1200","//cdna.pcpartpicker.com/static/forever/images/product/14dcd444ba6b014710f7967648695a78.256p.jpg","ATX","Intel Z490",128,"DDR4","4","",910.54,"MOBO"
"ASRock Z390 Phantom Gaming SLI/ac","https://pcpartpicker.com/product/Nczkcf/asrock-z390-phantom-gaming-sliac-atx-lga1151-motherboard-z390-phantom-gaming-sliac","ASRock","ASRock Z390 Phantom Gaming SLI/ac ATX LGA1151 Motherboard","LGA1151","//cdna.pcpartpicker.com/static/forever/images/product/ef3529164a98e39495abdaeb2cf35b99.256p.jpg","ATX","Intel Z390",128,"DDR4","4","",345,"MOBO"
"Gigabyte Z490 AORUS XTREME","https://pcpartpicker.com/product/shxbt6/gigabyte-z490-aorus-xtreme-eatx-lga1200-motherboard-z490-aorus-xtreme","Gigabyte","Gigabyte Z490 AORUS XTREME EATX LGA1200 Motherboard","LGA1200","https://m.media-amazon.com/images/I/51gZjOlbXJS.jpg","EATX","Intel Z490",128,"DDR4","4","2242/2280/22110 M-key
                        
                            2242/2280/22110 M-key
                        
                            2242/2260/2280/22110 M-key
                        
                            2230 E-key",2165.87,"MOBO"
"Asus PRIME B860-PLUS-CSM","https://pcpartpicker.com/product/cMZWGX/asus-prime-b860-plus-csm-atx-lga1851-motherboard-prime-b860-plus-csm","Asus","Asus PRIME B860-PLUS-CSM ATX LGA1851 Motherboard","LGA1851","https://m.media-amazon.com/images/I/51fL2Ohv2cL.jpg","ATX","Intel B860",256,"DDR5","4","",288.33,"MOBO"
"ASRock B860M Pro RS WiFi","https://pcpartpicker.com/product/fvnXsY/asrock-b860m-pro-rs-wifi-micro-atx-lga1851-motherboard-b860m-pro-rs-wifi","ASRock","ASRock B860M Pro RS WiFi Micro ATX LGA1851 Motherboard","LGA1851","//cdna.pcpartpicker.com/static/forever/images/product/047eddbb9458c8f23fa3b92a544d3d04.256p.jpg","Micro ATX","Intel B860",256,"DDR5","4","2280 M-key
                        
                            2230/2242/2260/2280 M-key
                        
                            2280 M-key
                        
                            2230 E-key",159.99,"MOBO"
"Asus MAXIMUS IX APEX","https://pcpartpicker.com/product/VPGj4D/asus-maximus-ix-apex-eatx-lga1151-motherboard-maximus-ix-apex","Asus","Asus MAXIMUS IX APEX EATX LGA1151 Motherboard","LGA1151","//cdna.pcpartpicker.com/static/forever/images/product/8f3cb2003bef4265039a4ac412756596.256p.jpg","EATX","Intel Z270",32,"DDR4","2","",498.88,"MOBO"
"Asus PRIME B860M-K","https://pcpartpicker.com/product/gP3WGX/asus-prime-b860m-k-micro-atx-lga1851-motherboard-prime-b860m-k","Asus","Asus PRIME B860M-K Micro ATX LGA1851 Motherboard","LGA1851","//cdna.pcpartpicker.com/static/forever/images/product/84a52c75106e932c0a38a9500be370c8.256p.jpg","Micro ATX","Intel B860",128,"DDR5","2","2242/2260/2280 M-key
                        
                            2242/2260/2280 M-key",204.2,"MOBO"
"Gigabyte Z590 UD","https://pcpartpicker.com/product/V3t9TW/gigabyte-z590-ud-atx-lga1200-motherboard-z590-ud","Gigabyte","Gigabyte Z590 UD ATX LGA1200 Motherboard","LGA1200","//cdna.pcpartpicker.com/static/forever/images/product/208db3ceb431e95c8ca87d1e54b6cde9.256p.jpg","ATX","Intel Z590",128,"DDR4","4","",429,"MOBO"
"Biostar H610MT-E","https://pcpartpicker.com/product/MpMMnQ/biostar-h610mt-e-micro-atx-lga1700-motherboard-h610mt-e","Biostar","Biostar H610MT-E Micro ATX LGA1700 Motherboard","LGA1700","//cdna.pcpartpicker.com/static/forever/images/product/5e9d8a6c01f2576e40bdf50d529bd2ea.256p.jpg","Micro ATX","Intel H610",64,"DDR4","2","2242/2260/2280 M-key
                        
                            2230 E-key",109.49,"MOBO"
"Asus ROG Maximus XIII Extreme","https://pcpartpicker.com/product/txYmP6/asus-rog-maximus-xiii-extreme-eatx-lga1200-motherboard-rog-maximus-xiii-extreme","Asus","Asus ROG Maximus XIII Extreme EATX LGA1200 Motherboard","LGA1200","//cdna.pcpartpicker.com/static/forever/images/product/f9fccd20c6c786f358e020244f02cc00.256p.jpg","EATX","Intel Z590",128,"DDR4","4","",599,"MOBO"
"Supermicro MBD-X11SSV-Q-O","https://pcpartpicker.com/product/kTnG3C/supermicro-mbd-x11ssv-q-o-mini-itx-lga1151-motherboard-mbd-x11ssv-q-o","Supermicro","Supermicro MBD-X11SSV-Q-O Mini ITX LGA1151 Motherboard","LGA1151","//cdna.pcpartpicker.com/static/forever/images/product/4a8f59dd3ab81797d436c9d6ff91d99f.256p.jpg","Mini ITX","Intel Q170",32,"DDR4","2","",308.41,"MOBO"
"Gigabyte Z370 AORUS GAMING WIFI (rev. 1.0)","https://pcpartpicker.com/product/Fr2rxr/gigabyte-z370-aorus-gaming-wifi-rev-10-atx-lga1151-motherboard-z370-aorus-gaming-wifi-rev-10","Gigabyte","Gigabyte Z370 AORUS GAMING WIFI (rev. 1.0) ATX LGA1151 Motherboard","LGA1151","//cdna.pcpartpicker.com/static/forever/images/product/2902390f5e736e53a802e5ca1a81ec2d.256p.jpg","ATX","Intel Z370",64,"DDR4","4","",370,"MOBO"
"Gigabyte B860M DS3H","https://pcpartpicker.com/product/VGG2FT/gigabyte-b860m-ds3h-micro-atx-lga1851-motherboard-b860m-ds3h","Gigabyte","Gigabyte B860M DS3H Micro ATX LGA1851 Motherboard","LGA1851","https://m.media-amazon.com/images/I/51PmGRpj6fL.jpg","Micro ATX","Intel B860",256,"DDR5","4","",238.96,"MOBO"
"MSI Z270I GAMING PRO CARBON AC","https://pcpartpicker.com/product/JcVBD3/msi-z270i-gaming-pro-carbon-ac-mini-itx-lga1151-motherboard-z270i-gaming-pro-carbon-ac","MSI","MSI Z270I GAMING PRO CARBON AC Mini ITX LGA1151 Motherboard","LGA1151","//cdna.pcpartpicker.com/static/forever/images/product/f59f672121b282ede01b912f315dfa53.256p.jpg","Mini ITX","Intel Z270",32,"DDR4","2","",400,"MOBO"
"Asus Z170 PRO GAMING/AURA","https://pcpartpicker.com/product/8rvZxr/asus-z170-pro-gamingaura-atx-lga1151-motherboard-z170-pro-gamingaura","Asus","Asus Z170 PRO GAMING/AURA ATX LGA1151 Motherboard","LGA1151","//cdna.pcpartpicker.com/static/forever/images/product/7d0f0f699c71364a1432db6110e835a2.256p.jpg","ATX","Intel Z170",64,"DDR4","4","",640.76,"MOBO"
"Gigabyte Z590I VISION D","https://pcpartpicker.com/product/GXPQzy/gigabyte-z590i-vision-d-mini-itx-lga1200-motherboard-z590i-vision-d","Gigabyte","Gigabyte Z590I VISION D Mini ITX LGA1200 Motherboard","LGA1200","https://m.media-amazon.com/images/I/41adgzNdK+S.jpg","Mini ITX","Intel Z590",64,"DDR4","2","",453.25,"MOBO"
"Asus MAXIMUS VIII GENE","https://pcpartpicker.com/product/p4nG3C/asus-motherboard-maximusviiigene","Asus","Asus MAXIMUS VIII GENE Micro ATX LGA1151 Motherboard","LGA1151","//cdna.pcpartpicker.com/static/forever/images/product/7aad4cbc697b5c0eb0c57622c7f3aed4.256p.jpg","Micro ATX","Intel Z170",64,"DDR4","4","",349.99,"MOBO"
"Supermicro MBD-X11SCV-Q-O","https://pcpartpicker.com/product/mwbwrH/supermicro-mbd-x11scv-q-o-mini-itx-lga1151-motherboard-mbd-x11scv-q-o","Supermicro","Supermicro MBD-X11SCV-Q-O Mini ITX LGA1151 Motherboard","LGA1151","//cdna.pcpartpicker.com/static/forever/images/product/24eaf2540a13e73a515d2563277d17f9.256p.jpg","Mini ITX","Intel Q370",64,"DDR4","2","",346.43,"MOBO"
"Asus WS C246 PRO","https://pcpartpicker.com/product/7KQG3C/asus-ws-c246-pro-atx-lga1151-motherboard-ws-c246-pro","Asus","Asus WS C246 PRO ATX LGA1151 Motherboard","LGA1151","//cdna.pcpartpicker.com/static/forever/images/product/8b092c216f7b1772a030e2fbd8de02a8.256p.jpg","ATX","Intel C246",64,"DDR4","4","",449,"MOBO"
"MSI MEG Z590 UNIFY","https://pcpartpicker.com/product/3Hstt6/msi-meg-z590-unify-atx-lga1200-motherboard-meg-z590-unify","MSI","MSI MEG Z590 UNIFY ATX LGA1200 Motherboard","LGA1200","//cdna.pcpartpicker.com/static/forever/images/product/ca1e32038e721e60ec3dc713bf4d8362.256p.jpg","ATX","Intel Z590",128,"DDR4","4","",500,"MOBO"
"Gigabyte GA-Z270-HD3","https://pcpartpicker.com/product/bB7CmG/gigabyte-ga-z270-hd3-atx-lga1151-motherboard-ga-z270-hd3","Gigabyte","Gigabyte GA-Z270-HD3 ATX LGA1151 Motherboard","LGA1151","https://m.media-amazon.com/images/I/41BfYHve2wL.jpg","ATX","Intel Z270",64,"DDR4","4","",246,"MOBO"
"Gigabyte Z390 AORUS XTREME","https://pcpartpicker.com/product/Qwvbt6/gigabyte-z390-aorus-xtreme-eatx-lga1151-motherboard-z390-aorus-xtreme","Gigabyte","Gigabyte Z390 AORUS XTREME EATX LGA1151 Motherboard","LGA1151","//cdna.pcpartpicker.com/static/forever/images/product/1a068796fdd9a638d5a7975858069156.256p.jpg","EATX","Intel Z390",128,"DDR4","4","",729.99,"MOBO"
"Gigabyte X299 DESIGNARE EX","https://pcpartpicker.com/product/H222FT/gigabyte-x299-designare-ex-atx-lga2066-motherboard-x299-designare-ex","Gigabyte","Gigabyte X299 DESIGNARE EX ATX LGA2066 Motherboard","LGA2066","https://m.media-amazon.com/images/I/61x41PXbtyL.jpg","ATX","Intel X299",128,"DDR4","8","2260/2280 M-key
                        
                            2260/2280/22110 M-key
                        
                            2242/2260/2280 M-key",769,"MOBO"
"MSI MAG Z690 TORPEDO","https://pcpartpicker.com/product/NJRYcf/msi-mag-z690-torpedo-atx-lga1700-motherboard-mag-z690-torpedo","MSI","MSI MAG Z690 TORPEDO ATX LGA1700 Motherboard","LGA1700","https://m.media-amazon.com/images/I/51NlGyQE3QL.jpg","ATX","Intel Z690",192,"DDR5","4","",378.02,"MOBO"
"Biostar Z690 VALKYRIE","https://pcpartpicker.com/product/XKGbt6/biostar-z690-valkyrie-atx-lga1700-motherboard-z690-valkyrie","Biostar","Biostar Z690 VALKYRIE ATX LGA1700 Motherboard","LGA1700","https://m.media-amazon.com/images/I/41NzrC+0d3L.jpg","ATX","Intel Z690",192,"DDR5","4","",825,"MOBO"
"Asus TUF GAMING B860M-PLUS","https://pcpartpicker.com/product/H4qNnQ/asus-tuf-gaming-b860m-plus-micro-atx-lga1851-motherboard-tuf-gaming-b860m-plus","Asus","Asus TUF GAMING B860M-PLUS Micro ATX LGA1851 Motherboard","LGA1851","//cdna.pcpartpicker.com/static/forever/images/product/cffd9bc0a19311d2a27836e5a80eec10.256p.jpg","Micro ATX","Intel B860",256,"DDR5","4","2280 M-key
                        
                            2242/2260/2280 M-key
                        
                            2280 M-key",285.7,"MOBO"
"Gigabyte Z490 AORUS ELITE","https://pcpartpicker.com/product/wgNgXL/gigabyte-z490-aorus-elite-atx-lga1200-motherboard-z490-aorus-elite","Gigabyte","Gigabyte Z490 AORUS ELITE ATX LGA1200 Motherboard","LGA1200","//cdna.pcpartpicker.com/static/forever/images/product/3f9d9810e5da7dccec1e35cc3f83bdfb.256p.jpg","ATX","Intel Z490",128,"DDR4","4","",476,"MOBO"
"MSI MEG Z690 UNIFY-X","https://pcpartpicker.com/product/P4Gbt6/msi-meg-z690-unify-x-atx-lga1700-motherboard-meg-z690-unify-x","MSI","MSI MEG Z690 UNIFY-X ATX LGA1700 Motherboard","LGA1700","https://m.media-amazon.com/images/I/51uMo09qpwL.jpg","ATX","Intel Z690",96,"DDR5","2","",778.88,"MOBO"
"ASRock Z890 Pro RS WiFi","https://pcpartpicker.com/product/B9hv6h/asrock-z890-pro-rs-wifi-atx-lga1851-motherboard-z890-pro-rs-wifi","ASRock","ASRock Z890 Pro RS WiFi ATX LGA1851 Motherboard","LGA1851","//cdna.pcpartpicker.com/static/forever/images/product/c08cd8109b9e69802fe20deaf949863c.256p.jpg","ATX","Intel Z890",256,"DDR5","4","",229.99,"MOBO"
"Gigabyte Z690 GAMING X","https://pcpartpicker.com/product/9WjBD3/gigabyte-z690-gaming-x-atx-lga1700-motherboard-z690-gaming-x","Gigabyte","Gigabyte Z690 GAMING X ATX LGA1700 Motherboard","LGA1700","https://m.media-amazon.com/images/I/51TP6fg43lL.jpg","ATX","Intel Z690",192,"DDR5","4","2260/2280/22110 M-key
                        
                            2260/2280/22110 M-key
                        
                            2260/2280/22110 M-key
                        
                            2260/2280/22110 M-key",525,"MOBO"
"Gigabyte Z790 AORUS ELITE AX-W","https://pcpartpicker.com/product/6d9wrH/gigabyte-z790-aorus-elite-ax-w-atx-lga1700-motherboard-z790-aorus-elite-ax-w","Gigabyte","Gigabyte Z790 AORUS ELITE AX-W ATX LGA1700 Motherboard","LGA1700","//cdna.pcpartpicker.com/static/forever/images/product/e9f2ca8a7b1652d7e2f410234f4d6adb.256p.jpg","ATX","Intel Z790",192,"DDR5","4","",547.35,"MOBO"
